ANTH,1120,,3,Pueblo Indians Southwest
ANTH,1140,,3,Expl/Nonwest Cult/Maya
ANTH,1145,,3,Explr Nonwest Cult/Aztec
ANTH,1155,,3,Expl Global Cult Diversity
ANTH,1170,,3,"Culture, Gender, Film"
ANTH,2020,,3,Intro to Bio Anthropology 2
ANTH,2040,,1,Lab in Bio Anthropology 2
ANTH,2100,,3,Intro to Cultural Anthropology
ANTH,2200,,3,The Archaeology of Human Hist
ANTH,2525,,3,Environmental Anthropology
ANTH,3010,,3,The Human Animal
ANTH,3119,,3,The Archaeology of Death
ANTH,4020,,3,Explorations in Anthropology
ANTH,4125,,3,Primate Life History
ANTH,4180,,3,Anth Prspect/Contemp Iss
ANTH,4580,,3,The Holocaust
ANTH,4700,,3,Practicing Anthropology
ANTH,4720,,3,Dept Honors in Anthropology 2
ANTH,4730,,3,Latin American Culture
ANTH,4735,,3,Cuban Culture
ANTH,4800,,3,Language and Culture
ANTH,2010,,3,Intro to Bio Anthropology 1
ANTH,5785,,3,Adv Sem: Cultural ANTH
ANTH,7000,,3,Sem-Cur Rsch Tpc Clt Ant
ANTH,7030,,3,Sem-Archaeology
APPM,1235,,4,Pre-Calculus for Engineers
APPM,1345,,4,Calculus 1B with Algebra
APPM,1350,,4,Calculus 1 for Engineers
APPM,1360,,4,Calculus 2 for Engineers
APPM,1390,,1,A Game for Calculus
APPM,2350,,4,Calculus 3 for Engineers
APPM,2360,,4,Intro Diff Eq W/Lin Alg
APPM,2450,,1,Calculus 3 Computer Lab
APPM,2460,,1,Diff Eq Computer Lab
APPM,3050,,3,Sci Computing in Matlab
APPM,3170,,3,Discrete Applied Mathematics
APPM,3570,,3,Applied Probability
APPM,4120,,3,Operations Research
APPM,4360,,3,Complex Var/Applications
APPM,4370,,3,Computational Neuroscience
APPM,4390,,3,Modeling: Mathematical Biology
APPM,4450,,3,Ugrad Applied Analysis 2
APPM,4560,,3,Markov Processes
APPM,4650,,3,Intermed Numerical Analysis 1
APPM,4660,,3,Intermed Numer Analys 2
APPM,4720,,3,Open Tpcs: Applied Mathematics
APPM,5450,,3,Applied Analysis 2
APPM,5480,,3,Approximation Methods
APPM,5610,,3,Numerical Analysis 2
APPM,5620,,3,Numerical Linear Algebra
APPM,7100,,3,Dynamical Systems
APPM,8000,,1,Colloquium/Applied Mathematics
APPM,8100,,1,Sem-Dynamical Systems
APPM,8300,,1,Nonlinear Waves Seminar
APPM,8400,,1,Mathematical Biology Seminar
APPM,8500,,1,"Stats, Opt and ML Seminar"
APPM,8600,,1,Sem: Computational Mathematics
ARAB,1011,,3,Intro Arab/Islam Civilizations
ARAB,1020,,5,Beginning Arabic 2
ARAB,2120,,5,Intermediate Arabic 2
ARAB,3120,,3,Advanced Arabic 2
ARAB,3230,,3,Islamic Culture & Iberia
ARAB,3410,,3,Gender/Sexuality in Mid East
ARTF,5000,,3,Advnced Digital Postproduction
ARTF,5003,,3,Film and Literature
ARTF,5024,,3,Advnced Research Seminar
ARTF,5453,,3,History of Avant-Garde Film
ARTF,5500,,3,Cinema Production 2
ARTF,5604,,3,Colloq in Film Aesthetic
ARTF,5610,,3,Image-Makers Grad Seminar
ARTH,1600,,3,U.S. Art Across Cultures
ARTH,2039,,3,Greek Art and Archaeology
ARTH,2049,,3,Intro Roman Art & Architecture
ARTH,3109,,3,Art in Contemporary Society
ARTH,3419,,3,Modern Art Survey
ARTH,3619,,3,Arts of China
ARTH,3729,,3,Foundations Latin American Art
ARTH,3929,,3,Spc Tpcs: Art History
ARTH,4119,,3,Roman Sculpture
ARTH,4139,,3,Greek Vase Painting
ARTH,4919,,3,Capstone Sem: Tpcs Art Hist
ARTH,4929,,3,Special Topics in Art History
ARTH,2029,,3,Egyptian Art and Archaeology
ARTH,6939,,3,Grd Sem-Open Tpc Art History
ARTS,1003,,3,Printmaking for Non-Mjrs
ARTS,1010,,3,Intro to Studio Art
ARTS,1012,,3,Drawing for Non-Majors
ARTS,1020,,3,Intro to Studio Art 2
ARTS,1171,,3,Photography for Non-Mjrs
ARTS,1212,,3,Painting for Non-Majors
ARTS,1514,,3,Sculpture for Non-Majors
ARTS,1875,,3,Ceramics for Non-Majors
ARTS,2022,,3,Beginning Drawing
ARTS,2085,,3,Ceramics 2: Handbuilding
ARTS,2095,,3,Ceramics 2: Wheelthrowing
ARTS,2126,,3,Digital Art 1
ARTS,2171,,3,Photography 1
ARTS,2191,,3,Photography 2
ARTS,2222,,3,Beginning Painting
ARTS,2303,,3,Beginning Relief
ARTS,2413,,3,Beginning Lithography
ARTS,2423,,3,Beginning Screenprinting
ARTS,2453,,3,Beginning Monotype
ARTS,2504,,3,Basic Sculpture:Material/Techs
ARTS,3004,,3,Land and Environmental Art
ARTS,3017,,3,Special Topics in Studio
ARTS,3022,,3,Intermediate Drawing
ARTS,3054,,3,Modules and Multiples
ARTS,3085,,3,Ceramics 3
ARTS,3097,,3,Sp Topics - Non Studio
ARTS,3124,,3,"Intrvention, Exchng & Duration"
ARTS,3191,,3,Photography 3
ARTS,3212,,3,Figure Painting
ARTS,3222,,3,Intermediate Painting
ARTS,3303,,3,Relief 1
ARTS,3413,,3,Lithography 1
ARTS,3423,,3,Screen Printing 1
ARTS,3453,,3,Monotype 1
ARTS,4002,,3,Adv Drawing/Portfolio
ARTS,4017,,3,Special Topics in Studio Arts
ARTS,4085,,3,Ceramics 4
ARTS,4095,,3,Special Topics in Ceramics
ARTS,4097,,3,Special Topics-Non-Studio
ARTS,4117,,3,BFA Seminar
ARTS,4118,,3,Visiting Artist Program
ARTS,4126,,3,Digital Art 2
ARTS,4161,,3,Photography 4
ARTS,4171,,3,New Directions in Photography
ARTS,4176,,3,New Directions in Digital Art
ARTS,4202,,3,Adv Painting/Portfolio
ARTS,4246,,3,Begin Video Production
ARTS,4303,,3,Relief 2
ARTS,4413,,3,Lithography 2
ARTS,4423,,3,Screen Printing 2
ARTS,4453,,3,Monotype 2
ARTS,4504,,3,Advanced Sculpture Studio
ARTS,4607,,3,Art and Social Change
ARTS,5075,,3,Graduate Ceramics
ARTS,5095,,3,Grad Spc Tpcs: Ceramics
ARTS,5118,,3,Graduate Visiting Artist Prgm
ARTS,5126,,3,Graduate Digital Art 2
ARTS,5176,,3,Grad New Direct in Digital Art
ARTS,5202,,3,Graduate Painting
ARTS,5246,,3,Grad Begin Video Prod
ARTS,5303,,3,Graduate Relief
ARTS,5413,,3,Graduate Lithography
ARTS,5423,,3,Graduate Screen Printing
ARTS,5453,,3,Grad Monotype Printing
ARSC,1080,,4,College Writing and Research
ARSC,1440,,1,SASC Coseminar: Mathematics
ARSC,1460,,1,SASC Coseminar: Biology
ARSC,1470,,1,MASP Natural Science Seminar
ARSC,1490,,1,MASP Humanities Seminar
ARSC,1492,,1,MASP Research Seminar
ARSC,1720,,1,SASC Calculus Work Group
ARSC,2000,,3,Constructions of Knowledge
ARSC,2400,,1,SASC Cosem: Organic Chem
ARSC,2470,,1,SASC Coseminar: Physics
ARSC,3100,,3,Multicultural Topics
ARSC,5040,,1,Arts & Sciences Special Topics
ASIA,2000,,3,Gateway-Asian Studies
ASIA,3300,,3,Sex and Gender in Asia
ASIA,4001,,1,Adv Language Co-Seminar AH
ASIA,4830,,3,Senior Seminar
ASTR,1000,,3,The Solar System
ASTR,1010,,4,Introductory Astronomy 1
ASTR,1020,,4,Introductory Astronomy 2
ASTR,1030,,4,Accel Intro Astronomy 1
ASTR,1040,,4,Accel Intro Astronomy 2
ASTR,1200,,3,Stars and Galaxies
ASTR,2000,,3,Ancient Astronomies/Wrld
ASTR,2010,,3,Modern Cosmology
ASTR,2030,,3,Black Holes
ASTR,2040,,3,Srch for Life in the Universe
ASTR,2100,,3,Concepts in Astrophysics
ASTR,2500,,3,Gateway to Space
ASTR,2600,,3,Intro Scientific Programming
ASTR,3400,,3,Research Methods
ASTR,3520,,4,Observ/Instrument II
ASTR,3720,,3,Planets/Their Atmosphere
ASTR,3740,,3,Cosmology and Relativity
ASTR,3760,,3,Solar and Space Physics
ASTR,3800,,3,Astro Data Analysis
ASTR,3830,,3,Astrophy 2-Galactc/Extragalact
ASTR,4800,,3,Space Sci: Practice and Policy
ASTR,5150,,3,Introductory Plasma Physics
ASTR,5400,,3,Introduction to Fluid Dynamics
ASTR,5550,,3,Observations & Statistic
ASTR,5700,,3,Stellar Astrophysics
ASTR,5810,,3,Planetary Atmospheres
ASTR,5830,,3,Topics in Planetary Science
ASTR,5835,,1,Seminar in Planetary Science
ASTR,6000,,1,Seminar in Astrophysics
ASTR,6630,,3,Earth and Planetary Physics 3
ASTR,7500,,1,Special Topics in APAS
ATOC,1050,,3,Weather & the Atmosphere
ATOC,1060,,3,Our Changing Environment
ATOC,1070,,1,Weather and Atmosphere Lab
ATOC,2050,,3,Intro Atms Research
ATOC,3050,,3,Principles of Weather
ATOC,3070,,3,Introduction to Oceanography
ATOC,3180,,3,Aviation Meteorology
ATOC,3300,,3,Anly/Clmate & Weather Ob
ATOC,3500,,3,Air Chemistry and Pollution
ATOC,3600,,3,Principles of Climate
ATOC,4500,,3,Sp Tps/ATOC-Upper Division
ATOC,4700,,3,Weather Analysis & Forecasting
ATOC,4720,,3,Atmospheric Dynamics
ATOC,4770,,3,Renewable Energy Meteorology
ATOC,4800,,3,Policy and Climate
ATOC,5000,,3,Critical Issues: Clmte & Envir
ATOC,5060,,3,Dynamics of Atmos & Ocean
ATOC,5061,,3,Dynamics of Oceans
ATOC,5235,,3,Intro Atm Rad Trans & Rs
ATOC,5600,,3,Clouds and Aerosols
ATOC,5770,,3,Wind Energy Meteorology
ATOC,7500,,3,Sp Tps/Atmos & Ocn Sci
CWC,2000,,3,The Western Tradition
CWC,4000,,3,Foundations of Western Civ
CAM,2001,,3,The American West
CEES,1623,,3,Cent/East Euro Hist since 1770
CHE,1021,,4,Introductory Chemistry
CHE,1031,,4,Environmental Chemistry 2
CHE,1113,,4,General Chemistry 1
CHE,1114,,1,Laboratory Gen Chem 1
CHE,1133,,4,General Chemistry 2
CHE,1134,,1,Laboratory Gen Chem 2
CHE,1221,,1,Engr Gen Chemistry Lab
CHE,2100,,4,Chemical Energetics & Dynamics
CHE,2101,,1,Energetics and Dynamics Lab
CHE,3311,,4,Organic Chemistry 1
CHE,3321,,1,Lab/Organic Chemistry 1
CHE,3331,,4,Organic Chemistry 2
CHE,3341,,1,Lab/Organic Chemistry 2
CHE,3361,,2,Lab/Organic Chem 1/Major
CHE,3451,,4,Organic Chemistry 1 - Majors
CHE,4011,,3,Modern Inorganic Chemistry
CHE,4021,,3,Inorganic Laboratory
CHE,4141,,3,Water and Soil Chemistry
CHE,4181,,3,Instrument Analysis Lec/Lab 2
CHE,4261,,3,Organic Materials
CHE,4271,,3,Chemistry of Solar Energy
CHE,4511,,3,Physical Chemistry 1
CHE,4531,,3,Physical Chemistry 2
CHE,4555,,4,Computational Chemistry
CHE,4581,,1,Physical Chemistry Lab 1
CHE,4591,,2,Physical Chemistry Lab 2
CHE,5152,,3,Advanced Atmospheric Chemistry
CHE,5161,,3,Analytical Atmos Spectroscopy
CHE,5331,,3,Adv Spectrscp Tchnq Orgn
CHE,5531,,3,Statistical Mechanics
CHE,5571,,3,Surface Science
CHE,5591,,3,Advn Molec Spectroscopy
CHE,6101,,1,Sem-Analytical Chemistry
CHE,6301,,1,Sem-Organic Chemistry
CHE,6321,,1,Sp Tpc-Phys Organic Chemistry
CHE,6401,,1,Seminar/Physical Chemistry
CHE,6801,,0,Departmental Resrch Seminar
CHIN,1012,,4,Intro to Chinese Civilization
CHIN,1020,,5,Beginning Chinese 2
CHIN,2120,,5,Intermediate Chinese 2
CHIN,3120,,5,Advanced Chinese 2
CHIN,3200,,3,Adv Wrtg Chinese & Japanese
CHIN,3321,,3,Pol Thought in Ancient China
CHIN,4120,,3,Adv Rdgs/Modrn Chinese 2
CHIN,4220,,3,Rdgs-Classical Chinese
CHIN,4300,,3,Opn Tps: Rdgs/Chin Lit
CHIN,5070,,1,Graduate Academic Writing
CHIN,5130,,3,Hist of Chinese Literature 2
CHIN,5280,,3,Tpcs/Ancient Literature
CHIN,5410,,3,Medieval Prose
GRE,1023,,4,Begin Classical Greek 2
GRE,3123,,3,Intermed Class Greek 2
GRE,4093,,3,Survey of Greek Literature
CLAS,1020,,3,Argument from Evidence
CLAS,1030,,3,Intro to Western Phil: Ancient
CLAS,1051,,3,World of Ancient Greeks
CLAS,1061,,3,Rise/Fall Ancient Rome
CLAS,1071,,3,Ancient Sport and Spectacle
CLAS,1100,,3,Greek and Roman Mythology
CLAS,1110,,3,"Gods, Monsters and Mortals"
CLAS,1115,,3,Greek Lit/Transl
CLAS,1120,,3,Pwer & Passion Ancient Rome
CLAS,1140,,3,Bread/Circuses Roman Soc
CLAS,2100,,3,Gender/Sexuality Anc Greece
CLAS,2110,,3,Gender/Sexuality Anc Rome
CLAS,4081,,3,The Roman Republic
CLAS,4091,,3,The Roman Empire
CLAS,4110,,3,Greek and Roman Epic
CLAS,4120,,3,Greek and Roman Tragedy
CLAS,4130,,3,Greek and Roman Comedy
CLAS,3019,,3,Pompeii & Cities of Vesuvius
CLAS,7012,,3,Graduate Seminar
DNC,1000,,2,Begin Contemporary Dance Tech
DNC,1013,,2,Dance Improvisation
DNC,1017,,3,Dance in Pop Culture and Media
DNC,1100,,1,Beginning Ballet
DNC,1220,,1,Begin Jazz Dance w/Exper
DNC,1301,,2,Hip-Hop Dance Technique 1
DNC,1401,,1,Transnational Fusion Dance
DNC,1501,,1,Tap Technique
DNC,2501,,2,African Dance
DNC,3001,,2,Int/Adv Contemporay Dance Tech
DNC,3005,,3,Mov Awrness & Inj Prvntn
DNC,3041,,2,Major Technique
DNC,3043,,3,Choreographic Process
DNC,3901,,2,Technique Practicum
DNC,4012,,1,Concert Production
DNC,4046,,1,Teaching Practicum
DNC,4047,,3,Hip-Hop Dance History
DNC,5001,,2,Graduate Technique
DNC,5064,,2,Music and Dance Seminar
DNC,5301,,2,Graduate Hip-Hop Technique 1
DNC,5501,,2,Graduate African Dance
DNC,5901,,2,Grad Technique Practicum
DNC,5909,,3,Special Topics
DNC,6073,,3,Choreography
EBIO,1010,,3,Intro Stats & Quant Thinking
EBIO,1100,,3,Biology and Society
EBIO,1220,,3,General Biology 2
EBIO,1240,,1,General Biology Lab 2
EBIO,1940,,3,Intro Sci Writing
EBIO,2040,,4,Principles of Ecology
EBIO,2070,,4,Genetics: Molec to Populations
EBIO,3080,,4,Evolutionary Biology
EBIO,3400,,3,Microbiology
EBIO,3410,,1,Microbiology Lab
EBIO,3630,,4,Parasitology
EBIO,3940,,3,Written Comm in the Sciences
EBIO,3980,,2,Seminar: Intro to EBIO Honors
EBIO,4030,,3,Limnology
EBIO,4140,,3,Plant Ecology
EBIO,4155,,3,Ecosystem Ecology
EBIO,4420,,3,Computational Biology
EBIO,4500,,4,Plant Biodiversity/Evolution
EBIO,4750,,4,Ornithology
EBIO,4800,,3,Critical Thinking in Biology
EBIO,4980,,2,Seminar: EBIO Honors Thesis
EBIO,1210,,3,General Biology 1
EBIO,5800,,3,Crit Thinking in Biology
EBIO,6100,,1,Sem in Environmental Biology
EBIO,6200,,1,Seminar in Population Biology
ECO,1078,,3,Math Tools for Economists 1
ECO,1088,,3,Math Tools for Economists 2
ECO,2010,,4,Prin of Microeconomics
ECO,2020,,4,Prin of Macroeconomics
ECO,3070,,4,Intrmed Microecon Theory
ECO,3080,,3,Intrmed Macroecon Theory
ECO,3403,,3,Interntl Economics and Policy
ECO,3818,,4,Intro to Stat w/ Computer App
ECO,4050,,3,Market Design
ECO,4070,,3,Topics in Microeconomics
ECO,4221,,3,Political Economics
ECO,4231,,3,App Econ Analysis Pub Policy
ECO,4339,,3,Economics Honors Seminar 2
ECO,4413,,3,International Trade
ECO,4514,,3,Economic History-Europe
ECO,4524,,3,Economic History of U.S.
ECO,4535,,3,Natural Resource Economics
ECO,4626,,3,Econ/Inequal/Discrimination
ECO,4717,,3,Economics of Entrepreneurship
ECO,4774,,3,Econ Reform/Devel Countries
ECO,4784,,3,Economic Development
ECO,4794,,3,Economic Growth
ECO,4808,,3,Intro to Math Economics
ECO,4818,,3,Introduction/Econometric
ECO,4848,,3,Applied Econometrics
ECO,7030,,3,Microeconomic Theory 2
ECO,7040,,3,Macroeconomic Theory 2
ECO,7828,,3,Econometrics
ECO,8020,,3,Business Cycle Theory
ECO,8219,,3,Econ Rsch Methods Workshop 2
ECO,8784,,3,Economic Development 2
ECO,8838,,3,Seminar: Econometrics 2
ECO,8848,,3,Applied Microeconomtrics
ENGL,1001,,3,Freshman Writing Seminar
ENGL,1191,,3,Intro Creative Writing
ENGL,1220,,3,From Gothic to Horror
ENGL,1230,,3,Environmental Literature
ENGL,1240,,3,Planetarity
ENGL,1250,,3,Intro to Global Women's Lit
ENGL,1270,,3,Intro to American Women's Lit
ENGL,1420,,3,Poetry
ENGL,1500,,3,Intro to British Literature
ENGL,1600,,3,Intro to American Literature
ENGL,1800,,3,Amer Ethnic Literatures
ENGL,2021,,3,Intro Poetry Workshop
ENGL,2051,,3,Intro Fiction Workshop
ENGL,2058,,3,"Lit in English, 1900-Present"
ENGL,2102,,3,Literary Analysis
ENGL,2112,,3,Intro to Literary Theory
ENGL,2503,,3,British Literary Hist to 1660
ENGL,2504,,3,British Lit Hist: After 1660
ENGL,2717,,3,American Indian Literature
ENGL,3000,,3,Shakespeare/Nonmajors
ENGL,3005,,3,New World Encounters
ENGL,3021,,3,Intermed Poetry Workshop
ENGL,3025,,3,American Nationalisms
ENGL,3026,,3,"Syntax, Citation, Analysis"
ENGL,3041,,3,Studies in Fiction and Poetry
ENGL,3051,,3,Intermed Fiction Wrkshop
ENGL,3060,,3,Mod/Contemp Lit Nonmajors
ENGL,3088,,3,Major Authors/Post-1900 Lit
ENGL,3116,,3,Topics in Adv Theory
ENGL,3164,,3,Hist & Lit Georgian Britain
ENGL,3245,,3,American Poetry
ENGL,3246,,3,Tpc-Popular Culture
ENGL,3267,,3,Women Writers
ENGL,3523,,3,The Early English Renaissance
ENGL,3544,,3,The Long Eighteenth Century
ENGL,3564,,3,Romanticism
ENGL,3583,,3,Milton
ENGL,3796,,3,Queer Theory
ENGL,3856,,3,Topics in Genre Studies
ENGL,4021,,3,Advanced Poetry Workshop
ENGL,4023,,3,Intermediate Old English II
ENGL,4026,,3,Tpcs Genre Media Writing
ENGL,4039,,3,Crit Think/English Studies
ENGL,4051,,3,Advanced Fiction Wrkshop
ENGL,4071,,3,Screenwriting Workshop
ENGL,4098,,3,"Spec Tpcs: Novel, Post-1900"
ENGL,4368,,3,Modern Drama
ENGL,4468,,3,Modern Poetry
ENGL,4514,,3,Adv. Topics: The Long 18th C.
ENGL,4697,,3,Sp Tpcs: Multcult/Ethn Am Lit
ENGL,4717,,3,NAIS Capstone Seminar
ENGL,5029,,3,British Lit & Cult Before 1800
ENGL,5059,,3,British Lit & Cult After 1800
ENGL,5169,,3,Multicultura/Postcolonial Stdy
ENGL,5229,,3,Poetry Workshop
ENGL,5239,,3,Fiction Workshop
ENGL,5459,,3,Introduction to the Profession
ENGL,5529,,3,Studies/Special Topics 1
ENGL,5559,,3,Studies/Special Topics 3
ENGL,5000,,3,Applied Shakespeare
ENVS,1000,,4,Intro Environmental Studies
ENVS,1001,,4,Intro Dev Env Solutions
ENVS,1150,,3,First-Year Writing in ENVS
ENVS,2000,,4,Applied Ecology for ENVS
ENVS,3020,,3,Adv Writing/Environmental Stdy
ENVS,3031,,3,Environmental Psychology
ENVS,3070,,3,Energy & the Environment
ENVS,3140,,3,Environmental Ethics
ENVS,3173,,3,Creative Climate Communication
ENVS,3525,,3,ENVS Cornerstone
ENVS,4100,,3,Special Topics in ENVS
ENVS,4800,,3,ENVS Capstone
ENVS,5003,,3,ENVS Methods
ENVS,5100,,3,Topics/ Environmental Studies
ENVS,5510,,1,ENVS Colloquia
ENVS,5702,,3,"Policy, Politics, Mgmt: T & P"
ETHN,1022,,3,Introduction to Africana Stdy
ETHN,1025,,3,Intro Asian Amer Studies
ETHN,2001,,3,Foundations of Ethnic Studies
ETHN,2203,,3,American Indians in Film
ETHN,2536,,3,Chicana/o History & Culture
ETHN,3015,,3,Asian/Pacific Am Commun
ETHN,3024,,3,Intro Critical Sports Studies
ETHN,3101,,3,Selected Tpcs/Ethnic Stu
ETHN,3136,,3,Chicana Feminism/Knowldg
ETHN,3212,,3,Intro to Hip Hop Studies
ETHN,3314,,3,Violence/Wmn-Girls
ETHN,3501,,3,Theory/Methods/Writing in ETHN
ETHN,3707,,3,Race/Ethnicity in Sport Films
ETHN,4102,,3,Special Tpcs Africana Studies
ETHN,4951,,3,Sr/Grad Sem in Ethnic Studies
ETHN,6100,,3,Race and Citizenship
ETHN,6101,,3,TPC-Comp Ethnic Studies
FARR,2002,,3,Literature - Lifewriting
FREN,1010,,5,Beginning French 1
FREN,1020,,5,Beginning French 2
FREN,1050,,5,Beginning French Review
FREN,1880,,3,Zombie and Ghost of Slavery
FREN,1900,,3,Modern Paris in Arts
FREN,2110,,3,2nd Yr Fren:Grmmr/Read 1
FREN,2120,,3,2nd Yr Fren:Grmmr/Read 2
FREN,3010,,3,Fren Phonetics / Pronunciation
FREN,3060,,3,French Composition 2
FREN,3100,,3,Crit Rdg/Writ/Fren Lit
FREN,3120,,3,Main Currents Fren Lit 2
FREN,3500,,3,Curr Evnt/Cnvrstn & Comp
FREN,3600,,3,Business French 1
FREN,3700,,3,French-US Culture Diff
FREN,4250,,3,Medieval & Renais Readng
FREN,4600,,3,Topics in French Film
FREN,4700,,3,Encountering Animals
FREN,5120,,3,French Special Topics
FREN,5330,,3,Moliere/17th C Fr Comedy
FREN,5350,,3,French Enlightenment
GEO,1001,,4,Envir Sys: Climate&Vegetation
GEO,1011,,4,Env Sys: Landscapes & Water
GEO,1962,,3,Geographies of Global Change
GEO,1972,,3,Environment-Society Geography
GEO,1982,,3,World Regional Geography
GEO,2092,,3,Adv Intro to Human Geography
GEO,3023,,4,Statistics and Geographic Data
GEO,3053,,4,GIS: Mapping
GEO,3351,,3,Biogeography
GEO,3422,,3,Political Ecology
GEO,3511,,4,Intro to Hydrology
GEO,3612,,3,Geography of American Cities
GEO,3692,,4,Intro to Global Public Health
GEO,3742,,3,"Place, Power, Culture"
GEO,3812,,3,Mex/Cntrl Amer & Carribn
